dataset,split,filename,abs_image_path,md5
ORIGA,B,598.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/598.jpg,6b54919d5e61d591a42cfb47d96aad1d
FUNDUS_SORTED,Validation,598.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Positive/598.jpg,6b54919d5e61d591a42cfb47d96aad1d
FUNDUS_SORTED,Train,184.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/184.jpg,6bd185b9319fd64e072126721bfd730b
ORIGA,B,184.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/184.jpg,6bd185b9319fd64e072126721bfd730b
ORIGA,A,473.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/473.jpg,6be31dd3c5e3341e0afc0da14c1b5e36
FUNDUS_SORTED,Train,473.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/473.jpg,6be31dd3c5e3341e0afc0da14c1b5e36
ORIGA,A,138.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/138.jpg,6be55de5d3ed7025456d0fad6dfdeb57
FUNDUS_SORTED,Train,138.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/138.jpg,6be55de5d3ed7025456d0fad6dfdeb57
ORIGA,A,029.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/029.jpg,6c0fda91e5e52def9ff6f805136c768f
FUNDUS_SORTED,Train,029.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/029.jpg,6c0fda91e5e52def9ff6f805136c768f
ORIGA,A,039.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/039.jpg,6cf9df2de86c077bedbbdf1dcb6274da
FUNDUS_SORTED,Train,039.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/039.jpg,6cf9df2de86c077bedbbdf1dcb6274da
ORIGA,B,072.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/072.jpg,6d0690fb0f9648f211231895774a04bd
FUNDUS_SORTED,Train,072.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/072.jpg,6d0690fb0f9648f211231895774a04bd
ORIGA,B,271.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/271.jpg,6d2d14b0067affc789da0b086a1bb4e7
FUNDUS_SORTED,Train,271.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/271.jpg,6d2d14b0067affc789da0b086a1bb4e7
ORIGA,A,117.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/117.jpg,6eb1cfd1d8fc13dc8d79f461d3793d16
FUNDUS_SORTED,Train,117.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/117.jpg,6eb1cfd1d8fc13dc8d79f461d3793d16
ORIGA,B,527.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/527.jpg,6fc6d92988cc0ccd952341525b522602
FUNDUS_SORTED,Validation,527.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/527.jpg,6fc6d92988cc0ccd952341525b522602
FUNDUS_SORTED,Train,243.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/243.jpg,701146ff09280569e34ac6ff94701e48
ORIGA,B,243.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/243.jpg,701146ff09280569e34ac6ff94701e48
FUNDUS_SORTED,Train,238.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/238.jpg,7139a884f9ab67bfb9bf37502c874045
ORIGA,B,238.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/238.jpg,7139a884f9ab67bfb9bf37502c874045
ORIGA,B,506.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/506.jpg,721395bda6f2253259f73101303e66d1
FUNDUS_SORTED,Train,506.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/506.jpg,721395bda6f2253259f73101303e66d1
ORIGA,A,371.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/371.jpg,7294d9154e26c18591613d6e96ad4d3a
FUNDUS_SORTED,Train,371.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/371.jpg,7294d9154e26c18591613d6e96ad4d3a
ORIGA,A,203.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/203.jpg,72e3a9817cec507372c317eb01dc7bed
FUNDUS_SORTED,Train,203.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/203.jpg,72e3a9817cec507372c317eb01dc7bed
FUNDUS_SORTED,Train,233.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/233.jpg,73e78001e68792f87b888911e3f6d713
ORIGA,B,233.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/233.jpg,73e78001e68792f87b888911e3f6d713
ORIGA,A,047.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/047.jpg,73ffb2625aa862c4778c1c53680ae06c
FUNDUS_SORTED,Train,047.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/047.jpg,73ffb2625aa862c4778c1c53680ae06c
FUNDUS_SORTED,Validation,574.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/574.jpg,74a2c4fce0c4d64e1e599d41c35e11e7
ORIGA,A,574.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/574.jpg,74a2c4fce0c4d64e1e599d41c35e11e7
ORIGA,A,217.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/217.jpg,74b114189d8c7e4b24aeab726d534fe2
FUNDUS_SORTED,Train,217.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/217.jpg,74b114189d8c7e4b24aeab726d534fe2
ORIGA,A,494.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/494.jpg,74b8782cf7c4e3a8d9e648b6438b7e85
FUNDUS_SORTED,Validation,494.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/494.jpg,74b8782cf7c4e3a8d9e648b6438b7e85
ORIGA,B,347.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/347.jpg,75420d1c30e8aa7a725ae5f9467f6e6f
FUNDUS_SORTED,Train,347.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/347.jpg,75420d1c30e8aa7a725ae5f9467f6e6f
ORIGA,B,168.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/168.jpg,759dae55e0a3d6ee8692848397d6bd08
FUNDUS_SORTED,Train,168.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/168.jpg,759dae55e0a3d6ee8692848397d6bd08
ORIGA,A,307.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/307.jpg,76a8452efd4bdd85b4d5632b161866df
FUNDUS_SORTED,Train,307.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/307.jpg,76a8452efd4bdd85b4d5632b161866df
ORIGA,A,463.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/463.jpg,78185c6e6c2dcadf845282f16a1ade79
FUNDUS_SORTED,Train,463.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/463.jpg,78185c6e6c2dcadf845282f16a1ade79
FUNDUS_SORTED,Train,066.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/066.jpg,782a550caea6ed687b43729b7e87ec35
ORIGA,B,066.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/066.jpg,782a550caea6ed687b43729b7e87ec35
FUNDUS_SORTED,Train,033.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/033.jpg,784cd30f47a9b77b64ddd88cbe6acdf7
ORIGA,B,033.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/033.jpg,784cd30f47a9b77b64ddd88cbe6acdf7
FUNDUS_SORTED,Train,165.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/165.jpg,79667c3fe3bb3783ae92c6a335ae91c3
ORIGA,B,165.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/165.jpg,79667c3fe3bb3783ae92c6a335ae91c3
FUNDUS_SORTED,Train,582.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/582.jpg,799fb8ad1cbb43d28c9dc8551aac2e52
ORIGA,B,582.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/582.jpg,799fb8ad1cbb43d28c9dc8551aac2e52
ORIGA,B,270.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/270.jpg,79aa93cd842cd47f247a4a324ca1aecc
FUNDUS_SORTED,Train,270.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/270.jpg,79aa93cd842cd47f247a4a324ca1aecc
FUNDUS_SORTED,Train,357.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/357.jpg,79bffe3c1cff8a6e5cb066cc69fef74f
ORIGA,B,357.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/357.jpg,79bffe3c1cff8a6e5cb066cc69fef74f
ORIGA,B,297.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/297.jpg,79e0e94eab1753e49892a2eef1b97cab
FUNDUS_SORTED,Train,297.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/297.jpg,79e0e94eab1753e49892a2eef1b97cab
ORIGA,B,316.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/316.jpg,7ab1282b3101fe3b9c70dae80e898957
FUNDUS_SORTED,Train,316.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/316.jpg,7ab1282b3101fe3b9c70dae80e898957
ORIGA,A,566.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/566.jpg,7acc351285934c99bbb89c512034e488
FUNDUS_SORTED,Validation,566.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/566.jpg,7acc351285934c99bbb89c512034e488
ORIGA,B,164.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/164.jpg,7ace97e95466bd73f3f03effd1ee69b4
FUNDUS_SORTED,Train,164.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/164.jpg,7ace97e95466bd73f3f03effd1ee69b4
ORIGA,A,450.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/450.jpg,7b1811875674c299027e1d47449c159f
FUNDUS_SORTED,Train,450.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/450.jpg,7b1811875674c299027e1d47449c159f
ORIGA,B,626.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/626.jpg,7b75e4b7fdb34e6a903d378b15a2da9c
FUNDUS_SORTED,Validation,626.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Positive/626.jpg,7b75e4b7fdb34e6a903d378b15a2da9c
ORIGA,A,291.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/291.jpg,7be77902ea604dac316097f46d668788
FUNDUS_SORTED,Train,291.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/291.jpg,7be77902ea604dac316097f46d668788
ORIGA,B,627.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/627.jpg,7c83b1572eeadf16181e7c947d3742da
FUNDUS_SORTED,Validation,627.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Positive/627.jpg,7c83b1572eeadf16181e7c947d3742da
FUNDUS_SORTED,Train,156.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/156.jpg,7c8411ae6264c5f7533d56a8fed99059
ORIGA,B,156.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/156.jpg,7c8411ae6264c5f7533d56a8fed99059
ORIGA,B,478.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/478.jpg,7ccec8e49f1d24bad104ac542c6f0079
FUNDUS_SORTED,Train,478.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/478.jpg,7ccec8e49f1d24bad104ac542c6f0079
FUNDUS_SORTED,Train,081.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/081.jpg,7cf9cbd03d6706cf0fcce39585d496c5
ORIGA,B,081.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/081.jpg,7cf9cbd03d6706cf0fcce39585d496c5
FUNDUS_SORTED,Validation,640.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Positive/640.jpg,7dbffe7180d8c2a7b07cd357c1269c39
ORIGA,B,640.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/640.jpg,7dbffe7180d8c2a7b07cd357c1269c39
ORIGA,B,034.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/034.jpg,7df7c4faf121af4cba948d7d651a7997
FUNDUS_SORTED,Train,034.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/034.jpg,7df7c4faf121af4cba948d7d651a7997
FUNDUS_SORTED,Train,096.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/096.jpg,7e01d5d68eb0d086ebfd378e82786049
ORIGA,A,096.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/096.jpg,7e01d5d68eb0d086ebfd378e82786049
FUNDUS_SORTED,Train,285.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/285.jpg,7e131b1fe78c602dd9ce61b2d146f475
ORIGA,B,285.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/285.jpg,7e131b1fe78c602dd9ce61b2d146f475
FUNDUS_SORTED,Train,068.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/068.jpg,7e2b26e3967601f6478e3fbe80b1d4b5
ORIGA,B,068.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/068.jpg,7e2b26e3967601f6478e3fbe80b1d4b5
ORIGA,B,381.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/381.jpg,7f1c5f02b6f13a92bf39f2d0bf226a1d
FUNDUS_SORTED,Train,381.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/381.jpg,7f1c5f02b6f13a92bf39f2d0bf226a1d
ORIGA,B,046.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/046.jpg,7f7a970e8fbbd55a37dd2a3f38f83bab
FUNDUS_SORTED,Train,046.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/046.jpg,7f7a970e8fbbd55a37dd2a3f38f83bab
FUNDUS_SORTED,Train,036.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/036.jpg,808f117ef8d1352a846d99bc788f26a1
ORIGA,A,036.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/036.jpg,808f117ef8d1352a846d99bc788f26a1
FUNDUS_SORTED,Train,111.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/111.jpg,8094533abc744a51ad8a224f5c9fbd49
ORIGA,B,111.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/111.jpg,8094533abc744a51ad8a224f5c9fbd49
FUNDUS_SORTED,Train,053.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/053.jpg,80b6bd546c3ef944384315004bb3ac96
ORIGA,A,053.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/053.jpg,80b6bd546c3ef944384315004bb3ac96
FUNDUS_SORTED,Train,065.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/065.jpg,80c27d56d6bdcf209ac3751a654365bc
ORIGA,A,065.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/065.jpg,80c27d56d6bdcf209ac3751a654365bc
ORIGA,A,280.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/280.jpg,8137f4c9c862e9d65f414bb529450c61
FUNDUS_SORTED,Train,280.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/280.jpg,8137f4c9c862e9d65f414bb529450c61
FUNDUS_SORTED,Train,415.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Negative/415.jpg,81e438309b709fc95f47ea9b341a4adb
ORIGA,A,415.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/415.jpg,81e438309b709fc95f47ea9b341a4adb
FUNDUS_SORTED,Train,366.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Train/Glaucoma_Positive/366.jpg,822e429b3d40054f0def43bd7468c644
ORIGA,B,366.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/ORIGA/ORIGA/Images/366.jpg,822e429b3d40054f0def43bd7468c644
FUNDUS_SORTED,Validation,568.jpg,/raid/home/students/hawky_luc/P-le-Projet-Zenkolab/datasets/sshikamaru__glaucoma-detection/Fundus_Train_Val_Data/Fundus_Scanes_Sorted/Validation/Glaucoma_Negative/568.jpg,829e91f6c2fbc2d2aa27c167664a1e44
